Site_number,time,Ensemble,Accoustic_Frequency_kHz,Transducer_radius_m,Beam_angle_degrees,Beam_aspect_ratio,Number_of_Cells,Bin_Size_m,Blanking_distance_m,Instrument_serial_number,CPU_serial_number,Ambient_Noise_Level_Beam_1_Counts,Ambient_Noise_Level_Beam_2_Counts,Distance_to_Bin_1_mid_point_m,Speed_of_sound_m_per_s,Temperature_degC,Pressure_dbar,Distance_to_surface_m,Power_supply_voltage
120001A,04-Mar-2000 12:00:00,3781,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.98651,15,3.01431693,3.01431693,12
120001A,04-Mar-2000 13:00:00,3790,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.98608,15,2.997409458,2.997409458,12
120001A,04-Mar-2000 14:00:00,3799,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.985547,15,2.97646448,2.97646448,12
120001A,04-Mar-2000 15:00:00,3808,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.985103,15,2.959007803,2.959007803,12
120001A,04-Mar-2000 16:00:00,3817,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.984636,15,2.94066643,2.94066643,12
120001A,04-Mar-2000 17:00:00,3826,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.984089,15,2.919183627,2.919183627,12
120001A,04-Mar-2000 18:00:00,3835,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.983638,15,2.901451583,2.901451583,12
120001A,04-Mar-2000 19:00:00,3844,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.983182,15,2.883548021,2.883548021,12
120001A,04-Mar-2000 20:00:00,3853,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.982661,15,2.863071999,2.863071999,12
120001A,04-Mar-2000 21:00:00,3862,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.982144,15,2.842745825,2.842745825,12
120001A,04-Mar-2000 22:00:00,3871,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.981726,15,2.826337278,2.826337278,12
120001A,04-Mar-2000 23:00:00,3880,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.981234,15,2.807024932,2.807024932,12
120001A,05-Mar-2000 00:00:00,3889,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.980736,15,2.787447289,2.787447289,12
120001A,05-Mar-2000 01:00:00,3898,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.980256,15,2.768583834,2.768583834,12
120001A,05-Mar-2000 02:00:00,3907,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.979806,15,2.75089291,2.75089291,12
120001A,05-Mar-2000 03:00:00,3916,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.979369,15,2.733738265,2.733738265,12
120001A,05-Mar-2000 04:00:00,3925,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.97889,15,2.714929673,2.714929673,12
120001A,05-Mar-2000 05:00:00,3934,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.978405,15,2.695844737,2.695844737,12
120001A,05-Mar-2000 06:00:00,3943,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.977887,15,2.675494178,2.675494178,12
120001A,05-Mar-2000 07:00:00,3952,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.977368,15,2.655119997,2.655119997,12
120001A,05-Mar-2000 08:00:00,3961,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.97687,15,2.635568019,2.635568019,12
120001A,05-Mar-2000 09:00:00,3970,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.976401,15,2.617128609,2.617128609,12
120001A,05-Mar-2000 10:00:00,3979,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.975813,15,2.594011452,2.594011452,12
120001A,05-Mar-2000 11:00:00,3988,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.975062,15,2.564504401,2.564504401,12
120001A,05-Mar-2000 12:00:00,3997,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.97448,15,2.541658523,2.541658523,12
120001A,05-Mar-2000 13:00:00,4006,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.973951,15,2.520851371,2.520851371,12
120001A,05-Mar-2000 14:00:00,4015,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.973358,15,2.497585037,2.497585037,12
120001A,05-Mar-2000 15:00:00,4024,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.97272,15,2.472518149,2.472518149,12
120001A,05-Mar-2000 16:00:00,4033,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.972085,15,2.447556414,2.447556414,12
120001A,05-Mar-2000 17:00:00,4042,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.971492,15,2.424237176,2.424237176,12
120001A,05-Mar-2000 18:00:00,4051,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.970959,15,2.403295782,2.403295782,12
120001A,05-Mar-2000 19:00:00,4060,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.970398,15,2.381254688,2.381254688,12
120001A,05-Mar-2000 20:00:00,4069,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.969799,15,2.357752444,2.357752444,12
120001A,05-Mar-2000 21:00:00,4078,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.969242,15,2.3358559,2.3358559,12
120001A,05-Mar-2000 22:00:00,4087,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.968795,15,2.318290457,2.318290457,12
120001A,05-Mar-2000 23:00:00,4096,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.968242,15,2.29655814,2.29655814,12
120001A,06-Mar-2000 00:00:00,4105,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.967802,15,2.279275489,2.279275489,12
120001A,06-Mar-2000 01:00:00,4114,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.967326,15,2.260558665,2.260558665,12
120001A,06-Mar-2000 02:00:00,4123,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.966789,15,2.239471748,2.239471748,12
120001A,06-Mar-2000 03:00:00,4132,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.966256,15,2.218552748,2.218552748,12
120001A,06-Mar-2000 04:00:00,4141,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.965697,15,2.196577778,2.196577778,12
120001A,06-Mar-2000 05:00:00,4150,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.965133,15,2.174425148,2.174425148,12
120001A,06-Mar-2000 06:00:00,4159,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.964508,15,2.149877316,2.149877316,12
120001A,06-Mar-2000 07:00:00,4168,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.963911,15,2.126410095,2.126410095,12
120001A,06-Mar-2000 08:00:00,4177,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.963383,15,2.105649478,2.105649478,12
120001A,06-Mar-2000 09:00:00,4186,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.962951,15,2.088683248,2.088683248,12
120001A,06-Mar-2000 10:00:00,4195,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.96238,15,2.066262294,2.066262294,12
120001A,06-Mar-2000 11:00:00,4204,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.961723,15,2.040439237,2.040439237,12
120001A,06-Mar-2000 12:00:00,4213,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.961061,15,2.014441138,2.014441138,12
120001A,06-Mar-2000 13:00:00,4222,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.960462,15,1.990905792,1.990905792,12
120001A,06-Mar-2000 14:00:00,4231,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.95974,15,1.962527821,1.962527821,12
120001A,06-Mar-2000 15:00:00,4240,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.959149,15,1.939303625,1.939303625,12
120001A,06-Mar-2000 16:00:00,4249,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.958581,15,1.917000231,1.917000231,12
120001A,06-Mar-2000 17:00:00,4258,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.95804,15,1.895738607,1.895738607,12
120001A,06-Mar-2000 18:00:00,4267,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.957539,15,1.876037648,1.876037648,12
120001A,06-Mar-2000 19:00:00,4276,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.956965,15,1.853492424,1.853492424,12
120001A,06-Mar-2000 20:00:00,4285,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.956431,15,1.832503138,1.832503138,12
120001A,06-Mar-2000 21:00:00,4294,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.955995,15,1.815370991,1.815370991,12
120001A,06-Mar-2000 22:00:00,4303,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.955491,15,1.795603591,1.795603591,12
120001A,06-Mar-2000 23:00:00,4312,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.954952,15,1.774396725,1.774396725,12
120001A,07-Mar-2000 00:00:00,4321,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.954459,15,1.755051279,1.755051279,12
120001A,07-Mar-2000 01:00:00,4330,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.953914,15,1.73363201,1.73363201,12
120001A,07-Mar-2000 02:00:00,4339,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.953379,15,1.712608872,1.712608872,12
120001A,07-Mar-2000 03:00:00,4348,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.95291,15,1.694180754,1.694180754,12
120001A,07-Mar-2000 04:00:00,4357,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.952482,15,1.677363249,1.677363249,12
120001A,07-Mar-2000 05:00:00,4366,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.952048,15,1.660298898,1.660298898,12
120001A,07-Mar-2000 06:00:00,4375,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.951575,15,1.641732362,1.641732362,12
120001A,07-Mar-2000 07:00:00,4384,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.951086,15,1.622523294,1.622523294,12
120001A,07-Mar-2000 08:00:00,4393,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.950749,15,1.609271757,1.609271757,12
120001A,07-Mar-2000 09:00:00,4402,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.950388,15,1.595108359,1.595108359,12
120001A,07-Mar-2000 10:00:00,4411,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.949765,15,1.570594241,1.570594241,12
120001A,07-Mar-2000 11:00:00,4420,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.949114,15,1.545036419,1.545036419,12
120001A,07-Mar-2000 12:00:00,4429,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.948571,15,1.52370226,1.52370226,12
120001A,07-Mar-2000 13:00:00,4438,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.948047,15,1.503106532,1.503106532,12
120001A,07-Mar-2000 14:00:00,4447,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.947563,15,1.484091977,1.484091977,12
120001A,07-Mar-2000 15:00:00,4456,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.94713,15,1.467083874,1.467083874,12
120001A,07-Mar-2000 16:00:00,4465,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.946706,15,1.450418796,1.450418796,12
120001A,07-Mar-2000 17:00:00,4474,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.946267,15,1.433182117,1.433182117,12
120001A,07-Mar-2000 18:00:00,4483,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.945838,15,1.416339713,1.416339713,12
120001A,07-Mar-2000 19:00:00,4492,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.945398,15,1.399032897,1.399032897,12
120001A,07-Mar-2000 20:00:00,4501,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.944892,15,1.379174547,1.379174547,12
120001A,07-Mar-2000 21:00:00,4510,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.944336,15,1.357299906,1.357299906,12
120001A,07-Mar-2000 22:00:00,4519,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.943886,15,1.339614408,1.339614408,12
120001A,07-Mar-2000 23:00:00,4528,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.943506,15,1.324707931,1.324707931,12
120001A,08-Mar-2000 00:00:00,4537,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.943128,15,1.309832571,1.309832571,12
120001A,08-Mar-2000 01:00:00,4546,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.942748,15,1.294915666,1.294915666,12
120001A,08-Mar-2000 02:00:00,4555,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.942369,15,1.280025741,1.280025741,12
120001A,08-Mar-2000 03:00:00,4564,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.941997,15,1.265396073,1.265396073,12
120001A,08-Mar-2000 04:00:00,4573,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.941625,15,1.250788128,1.250788128,12
120001A,08-Mar-2000 05:00:00,4582,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.941262,15,1.236527043,1.236527043,12
120001A,08-Mar-2000 06:00:00,4591,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.940938,15,1.223823132,1.223823132,12
120001A,08-Mar-2000 07:00:00,4600,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.94056,15,1.208961591,1.208961591,12
120001A,08-Mar-2000 08:00:00,4609,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.940183,15,1.194130176,1.194130176,12
120001A,08-Mar-2000 09:00:00,4618,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.93983,15,1.180259837,1.180259837,12
120001A,08-Mar-2000 10:00:00,4627,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.939467,15,1.166003652,1.166003652,12
120001A,08-Mar-2000 11:00:00,4636,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.939077,15,1.150697934,1.150697934,12
120001A,08-Mar-2000 12:00:00,4645,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.938654,15,1.13408712,1.13408712,12
120001A,08-Mar-2000 13:00:00,4654,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.938194,15,1.115982404,1.115982404,12
120001A,08-Mar-2000 14:00:00,4663,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.93779,15,1.100102756,1.100102756,12
120001A,08-Mar-2000 15:00:00,4672,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.937428,15,1.085907708,1.085907708,12
120001A,08-Mar-2000 16:00:00,4681,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.937051,15,1.071080781,1.071080781,12
120001A,08-Mar-2000 17:00:00,4690,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.936632,15,1.054625836,1.054625836,12
120001A,08-Mar-2000 18:00:00,4699,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.936236,15,1.03905229,1.03905229,12
120001A,08-Mar-2000 19:00:00,4708,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.935909,15,1.026217896,1.026217896,12
120001A,08-Mar-2000 20:00:00,4717,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.935615,15,1.014649867,1.014649867,12
120001A,08-Mar-2000 21:00:00,4726,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.935312,15,1.00276172,1.00276172,12
120001A,08-Mar-2000 22:00:00,4735,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.935021,15,0.991323828,0.991323828,12
120001A,08-Mar-2000 23:00:00,4744,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.934731,15,0.979919748,0.979919748,12
120001A,09-Mar-2000 00:00:00,4753,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.934439,15,0.968468247,0.968468247,12
120001A,09-Mar-2000 01:00:00,4762,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.934153,15,0.95720839,0.95720839,12
120001A,09-Mar-2000 02:00:00,4771,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.933864,15,0.945863709,0.945863709,12
120001A,09-Mar-2000 03:00:00,4780,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.93356,15,0.93390776,0.93390776,12
120001A,09-Mar-2000 04:00:00,4789,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.933248,15,0.921657452,0.921657452,12
120001A,09-Mar-2000 05:00:00,4798,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.932935,15,0.909362845,0.909362845,12
120001A,09-Mar-2000 06:00:00,4807,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.93262,15,0.896994979,0.896994979,12
120001A,09-Mar-2000 07:00:00,4816,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.932305,15,0.88461481,0.88461481,12
120001A,09-Mar-2000 08:00:00,4825,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.932,15,0.872638414,0.872638414,12
120001A,09-Mar-2000 09:00:00,4834,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.931707,15,0.861139775,0.861139775,12
120001A,09-Mar-2000 10:00:00,4843,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.931413,15,0.849576309,0.849576309,12
120001A,09-Mar-2000 11:00:00,4852,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.93111,15,0.837676302,0.837676302,12
120001A,09-Mar-2000 12:00:00,4861,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.930795,15,0.825299593,0.825299593,12
120001A,09-Mar-2000 13:00:00,4870,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.930484,15,0.813052109,0.813052109,12
120001A,09-Mar-2000 14:00:00,4879,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.930194,15,0.801661937,0.801661937,12
120001A,09-Mar-2000 15:00:00,4888,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.929946,15,0.791948943,0.791948943,12
120001A,09-Mar-2000 16:00:00,4897,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.929686,15,0.781701438,0.781701438,12
120001A,09-Mar-2000 17:00:00,4906,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.929395,15,0.770279664,0.770279664,12
120001A,09-Mar-2000 18:00:00,4915,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.929158,15,0.760966687,0.760966687,12
120001A,09-Mar-2000 19:00:00,4924,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.928937,15,0.752298299,0.752298299,12
120001A,09-Mar-2000 20:00:00,4933,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.928707,15,0.743262823,0.743262823,12
120001A,09-Mar-2000 21:00:00,4942,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.928434,15,0.732511636,0.732511636,12
120001A,09-Mar-2000 22:00:00,4951,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.928149,15,0.721315312,0.721315312,12
120001A,09-Mar-2000 23:00:00,4960,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.92796,15,0.713896418,0.713896418,12
120001A,10-Mar-2000 00:00:00,4969,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.927783,15,0.706967732,0.706967732,12
120001A,10-Mar-2000 01:00:00,4978,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.927571,15,0.698623515,0.698623515,12
120001A,10-Mar-2000 02:00:00,4987,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.927349,15,0.689901584,0.689901584,12
120001A,10-Mar-2000 03:00:00,4996,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.927143,15,0.681793004,0.681793004,12
120001A,10-Mar-2000 04:00:00,5005,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.926928,15,0.67337562,0.67337562,12
120001A,10-Mar-2000 05:00:00,5014,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.926694,15,0.664173773,0.664173773,12
120001A,10-Mar-2000 06:00:00,5023,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.926449,15,0.654532961,0.654532961,12
